income,credit_score,debt_to_income,employment_duration,housing_status,loan_amount,is_default
64435,387,0.1370477967272147,0.88,Mortgage,7002.95,0
64188,552,0.313309865970948,7.74,Own,21089.3,0
66104,657,0.5406985519787755,3.64,Mortgage,16051.99,0
40537,357,0.17514575243959737,12.54,Own,17854.16,0
45531,698,0.542899093941005,1.05,Mortgage,28257.81,0
61535,820,0.5961065118680833,0.67,Own,18794.44,0
42089,824,0.1270011154415782,1.38,Mortgage,17860.28,0
49923,716,0.347628186927742,0.31,Rent,13870.38,0
55981,692,0.2644427473566251,1.93,Rent,14973.81,0
61777,521,0.29683992746565546,1.66,Mortgage,8979.11,0
23334,628,0.3258173761731543,2.69,Own,15422.89,0
60721,671,0.4698519782255949,3.11,Own,23130.44,0
46494,810,0.3956498515855882,0.78,Mortgage,17131.96,0
60611,452,0.5806005441083901,4.83,Own,26150.42,0
61653,779,0.266382299619767,1.27,Mortgage,17648.73,0
74118,319,0.3707520412413714,0.65,Rent,16400.43,0
70301,527,0.5066642654668485,6.17,Mortgage,14309.86,0
70198,645,0.28651420849684006,0.11,Own,24856.38,0
71655,318,0.33264960030545476,2.3,Own,12677.18,0
54370,743,0.4424872763426134,0.78,Mortgage,11364.81,0
50482,667,0.5303721093021532,10.72,Mortgage,10591.44,0
63092,446,0.30784073521191435,8.7,Mortgage,26309.63,0
60981,803,0.36597523607337,0.31,Mortgage,15737.1,0
45364,729,0.5875611426454195,4.0,Rent,15420.58,0
56072,739,0.12123458097350201,1.75,Own,17602.27,0
49473,497,0.3241143583297723,1.07,Own,13742.3,0
37191,586,0.41799092556460027,1.87,Mortgage,11181.65,0
69356,668,0.10421372878106258,8.46,Mortgage,10941.11,0
50827,539,0.3983932507832073,0.3,Mortgage,10771.98,0
80730,586,0.1280999773315045,5.22,Rent,4989.99,0
25617,694,0.5287791983240917,12.23,Rent,15294.15,0
41648,817,0.5035430477542829,2.97,Mortgage,7206.3,0
50489,359,0.11612756839929814,11.59,Own,17746.81,0
67060,844,0.12440201227868805,11.87,Rent,19181.19,0
55992,602,0.4768069657808012,4.7,Own,11986.99,0
54657,543,0.2847724462891552,3.04,Rent,16683.08,0
33091,506,0.38751289396916244,6.69,Mortgage,18633.28,0
32645,674,0.23516413488269197,12.4,Mortgage,22523.28,0
54837,582,0.18648443805204987,5.7,Own,13050.66,0
29538,777,0.24803855877378075,1.18,Mortgage,7937.35,0
42021,321,0.22335685011199405,8.58,Own,10471.72,0
57513,648,0.32415371911966717,15.13,Mortgage,6691.92,0
35265,788,0.47333808264384314,2.64,Mortgage,17382.9,0
74080,557,0.37706470396347835,5.98,Own,-1106.28,0
68359,346,0.4045891539698593,3.65,Mortgage,9987.55,0
26428,326,0.3350392982290421,0.59,Rent,15059.87,1
36014,326,0.2623668201014081,2.15,Mortgage,9609.91,0
15713,696,0.17175441268024397,0.89,Own,10698.62,0
38261,444,0.2772827295570005,5.6,Mortgage,19145.67,0
61495,821,0.4325993081069326,4.36,Rent,9400.72,0
43791,420,0.46688871146191024,0.17,Mortgage,12713.6,0
56911,761,0.3345907719541068,0.32,Mortgage,19643.78,0
27164,681,0.4224986372915228,1.51,Rent,13137.2,0
61969,717,0.20527054094212613,6.83,Mortgage,27019.31,0
41673,626,0.5300331603619782,0.68,Mortgage,20476.98,0
50182,690,0.5329682253382123,1.15,Own,20743.36,0
48606,596,0.2601639636362627,11.91,Own,8059.01,0
30926,383,0.37385611964746357,3.95,Own,14509.7,1
32703,445,0.40333101420760964,4.85,Own,13578.85,1
64516,470,0.33621501939232,3.04,Rent,12963.5,0
55984,633,0.5555710767788936,1.78,Own,12321.07,0
65750,723,0.46985847339659104,1.43,Own,14326.29,0
54869,608,0.4362552463043663,4.45,Mortgage,2990.2,0
52144,825,0.3600466107678536,3.18,Rent,10365.25,0
24109,646,0.14242366496937117,2.58,Rent,23414.25,0
45944,601,0.1539106888100483,5.93,Own,12321.31,0
49589,646,0.24950443112200962,2.59,Mortgage,11731.22,0
79296,707,0.2057611341844567,0.19,Rent,14674.86,0
60304,432,0.5762654859539972,9.15,Rent,15159.62,0
73040,405,0.304906259325866,1.92,Own,3737.95,0
58963,470,0.538302719329376,14.63,Own,15704.94,0
39330,549,0.5090398418331158,10.58,Own,17740.98,0
51756,843,0.5062851363685474,1.33,Mortgage,17939.77,0
53543,561,0.20785376257342578,16.83,Own,10307.2,0
35912,793,0.3236609065004077,9.61,Rent,22706.25,0
44234,543,0.2589759958235698,21.0,Rent,22138.18,0
46913,750,0.5852055019194599,5.67,Own,21698.58,0
74084,589,0.5383721506478351,13.35,Rent,18939.07,0
18788,562,0.22496183048654653,5.86,Mortgage,13260.47,0
68087,613,0.25676018040508075,9.66,Own,15021.46,0
35948,384,0.3644546187889123,4.71,Rent,22118.52,1
29418,714,0.23930289256569134,13.24,Rent,3594.18,0
67699,628,0.5122649832934556,3.65,Own,11345.34,0
60978,344,0.5096156389524056,6.67,Rent,17295.54,0
68817,632,0.4621702189146327,12.44,Rent,13861.97,0
62010,764,0.4446551023780215,2.74,Own,12997.96,0
80897,499,0.3736507537474707,0.13,Mortgage,23130.59,0
58380,500,0.2735561285541587,0.6,Rent,19177.58,0
47652,628,0.5184692263866212,17.86,Mortgage,19807.56,0
55143,539,0.5294160856258862,10.33,Mortgage,11137.28,0
68652,658,0.12475473443208371,3.3,Mortgage,12225.07,0
38309,659,0.2993097069620396,16.21,Mortgage,17004.12,0
40221,677,0.11331379022511226,1.03,Mortgage,17164.32,0
45365,684,0.5197386973498174,0.59,Rent,24249.63,0
18431,764,0.18854662326102092,4.6,Rent,16855.26,0
52071,521,0.4369333824082664,2.41,Mortgage,23294.63,0
21708,664,0.278687908847185,2.08,Own,18253.34,0
50795,371,0.5080327266160826,6.62,Mortgage,13854.38,0
62979,539,0.35484345012688223,0.81,Own,11112.79,0
42846,803,0.2622009622257784,7.54,Rent,19019.46,0
75156,713,0.26193533362537025,2.23,Own,13161.52,0
28092,426,0.2634636212107889,21.61,Rent,14432.47,1
67868,786,0.49428960845965153,8.27,Own,10874.59,0
60127,826,0.45555779941333674,5.2,Mortgage,15018.83,0
24259,547,0.25960705367326653,1.3,Rent,17968.22,0
90661,781,0.34510404447180154,15.67,Own,12976.85,0
49043,611,0.1380766927646627,0.17,Mortgage,11437.03,0
36837,743,0.5137501341797116,1.26,Own,15334.56,0
28893,582,0.23297740472187298,0.19,Own,17338.23,0
46699,301,0.5446125709193484,16.98,Own,14951.83,1
48088,373,0.398398346506463,10.26,Rent,24464.51,1
51539,363,0.38391008110802116,15.19,Rent,15503.35,0
45533,646,0.1813593711571108,6.28,Mortgage,17583.43,0
59498,623,0.13476767979500823,0.14,Own,19416.73,0
44185,538,0.3763082904909134,13.4,Own,16982.71,0
20975,696,0.333994561627612,2.73,Rent,10163.77,0
47759,636,0.15984151678863132,2.3,Rent,10868.82,0
14487,640,0.5177938612590933,1.67,Own,9477.22,1
55306,578,0.30862005958785754,1.69,Own,8401.42,0
35310,652,0.23022890019544348,8.06,Own,16366.0,0
52450,762,0.4941360465731942,1.48,Rent,21201.55,0
69711,761,0.5565320783884685,1.26,Own,18589.81,0
35768,592,0.25298135159452007,5.99,Own,18522.67,0
65918,706,0.48797494270082364,1.69,Rent,9871.85,0
43499,461,0.4262598285042567,0.07,Rent,17465.55,0
76297,802,0.5948638918770459,13.42,Rent,17647.32,0
44522,747,0.20199635370561378,1.88,Rent,23377.83,0
37392,754,0.5803394972532272,7.23,Own,16685.88,0
60308,564,0.2576360283549448,3.16,Rent,23693.45,0
43463,431,0.3059771490354861,0.72,Rent,15623.51,0
37378,419,0.27941290707276745,5.42,Own,17239.97,0
42832,518,0.23422534854418794,1.32,Mortgage,20824.42,0
49330,716,0.4466112907151468,1.7,Own,16251.93,0
70132,804,0.39457266036292227,0.16,Own,7427.95,0
20988,599,0.25284597284604826,0.08,Own,10035.86,0
50346,408,0.16610622825913815,3.6,Own,28323.06,0
59373,537,0.2586878188666034,0.3,Own,15499.82,0
52901,592,0.29061565584192495,1.17,Own,18473.51,0
69647,486,0.2903267215605351,12.87,Own,9673.58,0
48884,335,0.27862976688129526,0.43,Mortgage,16700.7,0
47231,555,0.12436125311156845,1.72,Own,21650.93,0
58884,734,0.33201655395075846,6.48,Own,5658.01,0
51489,307,0.5181040486226535,10.78,Own,16044.64,1
44143,477,0.19018314592925925,0.24,Own,16004.5,0
57742,541,0.17282867171372637,1.03,Own,16616.61,0
40212,340,0.3359255276224056,2.45,Mortgage,25584.04,1
40832,656,0.2853015060750057,2.24,Rent,13688.65,0
42080,412,0.3806403203567754,1.7,Rent,12644.96,0
70296,465,0.5735371548314946,1.39,Own,14127.28,0
1684,803,0.4804431251664023,1.56,Mortgage,26838.67,1
55933,377,0.4435290765906489,0.72,Mortgage,15792.94,0
50514,495,0.3079684721968393,0.89,Mortgage,17893.73,0
24786,701,0.24367991819081744,4.67,Rent,3527.13,0
54645,363,0.3701320516479404,1.73,Rent,15562.58,0
57136,724,0.5427217638306412,2.55,Mortgage,14136.07,0
58844,341,0.5383712552556857,2.65,Rent,15463.05,0
10222,672,0.32275747437460856,0.58,Rent,13390.58,0
70495,605,0.2231101766182683,8.56,Own,8535.21,0
38933,508,0.21267222512543785,15.66,Own,13637.24,0
60298,766,0.11699420837968774,1.53,Own,22544.85,0
61116,603,0.5213321231479733,1.74,Mortgage,15619.16,0
36849,691,0.232419016916644,5.91,Own,6017.21,0
59906,452,0.2794995705030834,0.42,Mortgage,9128.02,0
44217,661,0.5046080704670323,11.89,Own,16404.26,0
18929,563,0.16001202588645522,0.64,Mortgage,9691.26,0
67516,515,0.3306170394071497,6.59,Rent,16168.92,0
38374,842,0.16117068996066644,1.72,Mortgage,21250.61,0
37182,823,0.32092428475566226,1.95,Rent,17361.98,0
43954,493,0.1235697868143664,0.76,Own,10093.55,0
54083,326,0.3588114130067276,5.2,Rent,15854.24,0
49140,345,0.4978548595356944,7.92,Rent,18710.53,1
58221,357,0.43814833739557524,15.0,Own,11368.02,0
29907,312,0.3545845047887003,2.01,Mortgage,9600.79,1
38864,348,0.5143793560745776,4.85,Mortgage,14552.78,1
48260,393,0.2138939874795965,2.68,Mortgage,22751.54,0
78468,750,0.5153981424921393,4.08,Own,10075.47,0
48292,678,0.23818173979408805,0.89,Mortgage,12815.88,0
66278,309,0.28124317060038095,4.36,Rent,9046.25,0
50578,815,0.16421510083024624,9.46,Own,11233.44,0
42745,523,0.15087737818110944,9.96,Mortgage,14347.24,0
46299,680,0.56605575939279,3.3,Rent,14261.59,0
47473,840,0.19498912359248868,1.34,Rent,1236.03,0
59054,601,0.26664807753097386,9.06,Mortgage,13845.37,0
70619,502,0.3645758494749666,37.34,Own,23823.9,0
55395,495,0.2739335663015643,2.37,Rent,15712.1,0
67806,621,0.5350666416893896,12.91,Rent,13776.52,0
35528,717,0.5503573817233862,20.51,Rent,12157.81,0
43780,641,0.2629952286967603,2.52,Rent,10380.98,0
39135,688,0.14601384808335674,6.3,Mortgage,15534.51,0
54716,308,0.20507911700358852,4.35,Own,17258.05,0
44615,831,0.3371964603675319,6.4,Rent,23693.86,0
60946,448,0.24424052111686392,0.84,Rent,11292.24,0
36034,682,0.32673611876577247,2.28,Rent,21483.63,0
50645,828,0.47935174986043627,0.32,Own,21291.08,0
60302,311,0.31031921688784425,4.75,Rent,12977.03,0
19020,775,0.19849872810396932,13.07,Own,11347.44,0
81824,352,0.27898382029246616,4.11,Own,7823.49,0
45752,735,0.47149060907426654,0.36,Own,15163.47,0
19624,505,0.31203106010688897,13.32,Own,13562.43,1
52371,353,0.2247689264855193,0.71,Mortgage,20358.24,0
50501,789,0.31370581960366595,10.73,Mortgage,16764.99,0
48771,643,0.32740334384132985,6.26,Mortgage,5090.13,0
64867,468,0.2481886023885241,5.06,Rent,14678.39,0
61211,460,0.5978425445965194,4.42,Own,16533.12,0
54468,826,0.4838130094443287,0.7,Own,13847.6,0
56752,826,0.4462274934770466,3.47,Mortgage,19453.26,0
48434,586,0.5274334922850721,1.1,Mortgage,12177.88,0
76632,711,0.43320959788272306,4.24,Own,20187.02,0
27812,821,0.49549017152755603,2.97,Mortgage,12226.79,0
52094,498,0.3062628222593615,5.69,Rent,13349.05,0
50975,460,0.35018588495466385,20.23,Rent,24741.17,0
62199,688,0.1234981916514247,2.24,Rent,8410.07,0
37342,773,0.24032319570440788,4.79,Own,15469.09,0
23844,680,0.28400620461665804,9.99,Mortgage,16740.3,0
52352,423,0.4127351127096649,0.49,Rent,11918.65,0
54218,371,0.33210564239695173,8.05,Rent,17344.77,0
72343,467,0.4039191312116497,1.37,Rent,18682.12,0
30944,583,0.45666366725694085,3.89,Rent,16396.91,0
67320,793,0.12135933383383526,23.84,Rent,15976.08,0
85511,335,0.22913887350180726,20.69,Mortgage,17615.79,0
44333,474,0.1854519362723662,1.9,Rent,11237.6,0
30635,498,0.19372755958548563,0.71,Rent,11845.05,0
43895,415,0.3515626978159958,13.92,Rent,17312.95,0
50210,614,0.4699893882499626,11.2,Own,13155.53,0
58456,519,0.23638851696268867,4.79,Mortgage,14747.93,0
41129,433,0.5122246190678561,0.16,Rent,2381.34,0
73327,421,0.5462282586042869,6.96,Mortgage,18355.33,0
33282,720,0.27526693601017616,0.88,Rent,21626.42,0
23911,791,0.44067826947711264,14.33,Own,18060.53,0
66600,588,0.15852464704255406,2.86,Own,18828.7,0
15880,352,0.472014142742911,4.77,Own,19627.33,1
46938,504,0.1825119377383094,1.65,Own,14076.6,0
96765,647,0.44370790188551046,3.22,Rent,10547.26,0
49819,350,0.31095000173009224,7.03,Mortgage,17603.84,0
33188,339,0.5642281608092704,3.39,Rent,20331.71,1
49139,549,0.3322302909161986,9.39,Own,9580.88,0
49237,517,0.11545140873379736,6.24,Own,18592.48,0
52409,478,0.34033451812294846,0.4,Rent,16440.98,0
59933,482,0.4977493719299966,4.67,Rent,14446.95,0
34413,463,0.42354216544342493,4.74,Mortgage,13681.94,0
75313,676,0.583157598307337,2.4,Mortgage,16364.66,0
53676,796,0.5216362450323729,1.95,Mortgage,11786.22,0
60901,760,0.3632758314487815,0.32,Mortgage,30130.91,0
40577,773,0.20326028280269906,2.95,Own,8357.78,0
69295,336,0.10188731491106154,2.05,Own,2265.43,0
46144,618,0.5902511985006841,15.09,Mortgage,16457.81,0
54163,711,0.5691598491513351,5.61,Mortgage,15445.91,0
36003,655,0.23707199703759643,3.08,Own,17668.79,0
35046,528,0.4191078931118636,7.02,Own,718.61,0
60323,563,0.4646197814430768,7.54,Own,5832.72,0
43345,786,0.3890067305162975,3.27,Mortgage,12773.92,0
37192,651,0.5214808374190489,0.39,Mortgage,19392.83,0
40352,741,0.13891232421600688,7.58,Own,5917.2,0
60484,758,0.5482470170751067,0.47,Own,17242.98,0
40564,324,0.296009505583246,9.4,Rent,13771.16,0
48235,430,0.34034501078739576,2.03,Rent,15794.18,0
50225,669,0.32236682521083604,5.08,Own,14868.17,0
21239,735,0.36564311148467743,6.74,Own,14910.69,0
27933,523,0.3990842359428768,0.18,Rent,14888.26,0
55044,651,0.455171716489596,2.43,Mortgage,20521.76,0
38944,784,0.362470169537602,4.63,Own,15173.77,0
65850,496,0.44238662800444517,9.42,Own,20087.48,0
64502,408,0.2691487217953503,6.33,Own,12798.28,0
60787,519,0.5683404351289935,11.32,Mortgage,20589.38,0
77296,618,0.1322655098998846,0.43,Rent,13819.59,0
48753,381,0.3727703042805468,0.37,Mortgage,13878.3,0
59733,836,0.14369808801085734,6.25,Mortgage,6118.11,0
41233,731,0.3213835180184652,2.54,Own,10486.23,0
86785,307,0.22879117882641495,3.29,Own,11492.85,0
79754,448,0.5684517247913238,4.64,Rent,5954.76,0
50178,397,0.10653769319297171,21.32,Mortgage,10684.91,0
55798,400,0.2956018155707285,0.35,Rent,18434.74,0
70389,666,0.4910213748534773,0.58,Mortgage,18982.72,0
47792,761,0.1942307063257329,8.84,Own,6573.94,0
40150,713,0.5077941023331265,0.1,Rent,23312.55,0
63109,558,0.5298625439124119,2.99,Mortgage,19195.25,0
51176,655,0.45400149982288507,7.44,Own,25401.48,0
52744,310,0.2045345912130854,1.09,Own,20532.53,0
37485,715,0.23601932829078118,1.04,Mortgage,24459.79,0
24234,549,0.183467364347681,1.86,Own,17093.57,0
53542,849,0.19203186860069985,0.81,Mortgage,11117.97,0
63574,421,0.11824614823768767,5.67,Mortgage,16306.53,0
46612,364,0.5286575405991333,1.12,Mortgage,3809.63,0
71546,601,0.36425114371391787,1.29,Mortgage,14195.56,0
39441,424,0.2638796119435258,4.28,Own,14773.9,0
34179,611,0.24478849803170402,17.11,Mortgage,19827.26,0
48991,490,0.37234814822379325,12.26,Mortgage,16035.34,0
48761,749,0.26334241089497457,9.99,Mortgage,12793.53,0
61549,458,0.531858987505174,3.78,Own,8011.58,0
38375,652,0.2054787175184554,1.77,Rent,11237.48,0
70521,562,0.5411508957064264,6.12,Mortgage,13880.09,0
79503,705,0.43204622650171454,2.47,Rent,11482.07,0
49412,316,0.5783146102274851,7.52,Rent,1888.84,0
68745,559,0.10755362081784672,0.08,Mortgage,14941.63,0
34152,654,0.12954778285557825,3.77,Rent,12669.46,0
66128,788,0.3504472969682866,2.06,Rent,12575.83,0
65709,513,0.5561894150160241,1.43,Mortgage,15820.63,0
62951,538,0.4653974757650725,5.42,Own,12720.36,0
49766,479,0.4110679662596667,5.37,Rent,20386.82,0
5686,718,0.11580107783009189,0.19,Mortgage,11312.76,0
40374,442,0.2770818942063047,14.75,Mortgage,10888.65,0
40611,616,0.2729264464514286,2.25,Rent,11209.58,0
35326,543,0.3710428411299529,12.47,Rent,15885.16,0
51833,531,0.22891388967338092,4.38,Rent,15808.84,0
43715,602,0.23357785758888003,5.29,Mortgage,12201.05,0
37630,630,0.4104304000383797,16.16,Mortgage,14934.56,0
34117,547,0.5722837716570783,8.64,Own,16903.11,1
39267,582,0.4300895518183476,0.75,Own,17996.26,0
66822,586,0.43406506199051753,0.03,Mortgage,14418.99,0
40084,331,0.5931074066940578,1.85,Own,11057.66,1
42275,799,0.17673908353489506,3.35,Rent,11064.49,0
43149,829,0.11691738710018021,6.59,Own,16314.53,0
55084,680,0.4727569753731491,5.41,Own,18624.41,0
56843,362,0.3193937165949361,1.88,Mortgage,15753.68,0
4330,427,0.3144116773760032,3.9,Mortgage,13066.96,1
65324,827,0.21265168818151617,5.26,Rent,12151.23,0
71545,462,0.3534315202595193,3.61,Own,19033.22,0
34247,550,0.3210861718624366,5.84,Mortgage,8862.5,0
35415,594,0.27272500392316434,3.32,Mortgage,12622.59,0
43246,478,0.3213725796692094,3.77,Mortgage,22199.9,0
38659,528,0.29191738536144496,14.13,Rent,20847.2,0
53358,693,0.5699481790447684,2.46,Rent,16000.93,0
20802,695,0.5901258287379176,7.05,Own,12569.76,0
33231,371,0.519950466255877,2.04,Rent,13733.6,1
73087,617,0.5952070455060625,2.02,Own,15431.67,0
36076,678,0.23285971451459,13.06,Own,25538.74,0
68651,435,0.5214625549594698,6.0,Own,20121.46,0
55330,677,0.3033145059513105,13.22,Mortgage,19459.95,0
22860,418,0.47306819888887675,26.09,Mortgage,14223.8,1
59529,829,0.20069632031523663,0.0,Mortgage,12518.48,0
48234,822,0.5059780448706537,20.42,Rent,14015.98,0
43167,686,0.14173221307845976,0.53,Mortgage,19977.85,0
53674,568,0.23527885335820184,0.37,Own,23130.18,0
57119,823,0.5109763084235778,7.3,Rent,10734.19,0
60613,846,0.4735796109109257,2.16,Rent,3516.25,0
67673,785,0.35062337749564465,12.49,Mortgage,13746.31,0
56122,737,0.4363963871451044,3.93,Mortgage,20305.04,0
29365,410,0.19278701224796482,2.44,Mortgage,12146.94,0
42895,621,0.43388181117313995,0.38,Mortgage,17263.34,0
94145,826,0.10398808367074627,3.12,Rent,9375.9,0
60867,476,0.5166079336907531,1.63,Rent,13529.42,0
85539,837,0.35814380399947177,0.4,Own,11056.73,0
70931,772,0.5719392258047908,5.55,Rent,14236.08,0
53627,687,0.33908213366139095,18.94,Rent,16015.14,0
54521,397,0.3165436411631706,2.38,Mortgage,18454.74,0
49451,710,0.325026406198907,1.76,Own,12902.89,0
23932,674,0.279864310137648,0.47,Rent,9317.64,0
50270,469,0.18333754192132698,1.26,Mortgage,7396.93,0
68160,355,0.5210313634727528,1.68,Mortgage,20412.33,0
41005,624,0.2945427038791474,2.11,Own,10925.13,0
56179,559,0.36455421409442923,5.03,Rent,17578.19,0
62773,639,0.10994345823171822,0.61,Rent,7041.34,0
36354,703,0.13012693635699954,0.3,Rent,22849.68,0
43230,831,0.39859161473892224,13.34,Rent,28918.62,0
34731,473,0.5396140412568045,8.03,Own,16647.25,1
37667,837,0.3466979140130373,1.63,Mortgage,13553.02,0
30685,459,0.18248729030253166,5.09,Mortgage,22193.94,0
36493,309,0.15806365718298446,4.49,Own,12519.66,0
71291,555,0.549894000696462,6.79,Rent,15251.87,0
36267,643,0.4508189270076285,9.81,Mortgage,1169.06,0
51896,835,0.5830977772557286,2.21,Rent,14614.7,0
42456,672,0.14117431067194983,5.41,Mortgage,20782.86,0
67682,734,0.5513064275117066,8.1,Rent,12698.34,0
69667,345,0.5228161562634079,6.01,Own,12779.46,0
62961,354,0.5465925914620768,12.76,Rent,12817.97,0
54592,377,0.10288147830356978,3.41,Rent,24813.99,0
46534,790,0.4709517402635973,8.11,Own,16136.8,0
32121,571,0.37446905708081946,12.03,Own,15194.26,0
79152,849,0.38658971687920984,4.07,Rent,12976.24,0
38604,410,0.33460099367637786,0.09,Rent,20141.06,1
59954,314,0.47133845887410963,8.52,Rent,10971.29,0
65893,377,0.5999196452382023,9.36,Mortgage,21288.77,0
41670,800,0.4552691796370817,2.55,Rent,14414.03,0
65570,717,0.4390252080196615,1.3,Mortgage,20857.02,0
61463,574,0.42721885784004043,19.12,Mortgage,13155.2,0
75919,793,0.4476058349236788,4.01,Mortgage,19091.41,0
42959,496,0.2710562337154162,3.63,Own,17698.55,0
30712,675,0.2601098718332093,14.6,Own,14701.29,0
42417,362,0.4921689891352532,2.62,Mortgage,21844.08,1
53132,660,0.12654400867648277,9.42,Mortgage,21479.56,0
50873,843,0.47962386910169197,6.03,Mortgage,11776.44,0
44098,409,0.5069207925847843,17.17,Own,11415.26,0
21362,493,0.3607989797931339,2.8,Own,13791.05,1
57057,818,0.5550740477065076,11.91,Own,13511.1,0
79585,758,0.3365437185735922,4.21,Mortgage,20197.23,0
56963,600,0.1890433340479222,3.23,Mortgage,16793.04,0
59137,795,0.28069932435333644,1.82,Rent,10502.67,0
58586,448,0.5529337529655431,4.02,Rent,10734.8,0
55955,760,0.5968691441621935,4.25,Own,15563.75,0
63974,438,0.3109269834947417,11.43,Own,19331.1,0
55930,591,0.18342327279682893,6.09,Rent,22824.29,0
45309,634,0.24316464011706893,8.76,Own,15858.59,0
38060,483,0.376648171256982,7.33,Mortgage,14378.68,0
46265,606,0.38604795913857326,1.62,Rent,13880.84,0
54711,561,0.41502970334679,1.15,Mortgage,11356.51,0
45258,609,0.5176766862862735,1.5,Rent,14610.98,0
54715,643,0.45560707584401383,0.79,Rent,12565.26,0
56587,723,0.23042011325125347,2.44,Own,12956.55,0
62497,813,0.2975220303480002,5.31,Mortgage,17973.55,0
69241,823,0.5199082919020067,3.85,Mortgage,7801.55,0
51170,560,0.4166913353028555,5.68,Mortgage,5418.12,0
30383,661,0.18320902412236176,2.2,Mortgage,10243.47,0
44823,468,0.2627694020401593,1.15,Own,18958.04,0
50660,499,0.49554545621545065,1.13,Mortgage,16750.71,0
22463,684,0.1860470616616903,4.59,Own,19703.67,0
70829,611,0.4455253263603898,0.9,Rent,6748.8,0
52135,611,0.38176826811578657,2.53,Mortgage,17561.49,0
55720,694,0.17373745320057257,1.2,Own,7810.1,0
70482,650,0.44443946201546825,5.43,Rent,9593.65,0
40547,327,0.17117448532758486,4.78,Mortgage,8514.52,0
58610,432,0.2992177895548406,2.4,Mortgage,9352.35,0
48352,679,0.25427996226226013,0.69,Own,28210.63,0
47238,827,0.4450049763434788,1.19,Rent,17653.79,0
38417,586,0.4911811783033262,3.2,Rent,5759.71,0
74984,583,0.18415829097795675,17.89,Rent,7139.76,0
44367,526,0.5059983712994709,1.58,Rent,15403.44,0
60491,726,0.10360702799727892,1.06,Mortgage,15840.77,0
21874,326,0.3650292736712665,1.25,Rent,11820.04,1
67699,631,0.35839444493733696,6.16,Own,23445.45,0
65783,416,0.41191071537590984,12.31,Own,10549.84,0
51461,388,0.2198502651673375,0.39,Mortgage,19645.89,0
46595,421,0.10492841496510072,6.92,Own,19064.52,0
56000,332,0.32738145807069974,3.41,Mortgage,27016.21,0
84331,697,0.13570310562912727,8.72,Rent,27229.9,0
23551,824,0.5460969434034341,2.74,Mortgage,18470.14,0
61730,323,0.1868331628445867,0.03,Rent,15180.57,0
36325,624,0.31261648374933027,5.74,Own,16786.52,0
49701,333,0.31700019512019184,8.25,Mortgage,18073.08,0
46281,546,0.3764323239191024,11.62,Rent,5700.2,0
43575,318,0.4912661743851986,4.21,Mortgage,7509.18,1
49843,329,0.3360740752543898,0.65,Rent,19873.93,0
32987,348,0.11287663361023656,2.31,Mortgage,21832.84,1
65437,479,0.4855552055875447,7.67,Mortgage,22436.72,0
23087,669,0.14108665731044576,3.41,Mortgage,13935.32,0
58096,694,0.4207766461294321,6.01,Mortgage,16637.09,0
45101,795,0.5017147543259477,0.02,Rent,12708.59,0
32436,730,0.2413450862405219,0.38,Rent,24196.14,0
53035,506,0.32455324084201564,5.72,Mortgage,13057.79,0
26645,334,0.10716792109290832,1.71,Mortgage,11089.7,1
50595,712,0.5019375997949427,2.46,Own,14201.65,0
28656,663,0.45163054496040966,5.14,Rent,13043.65,0
56919,609,0.21569369719392154,0.59,Rent,14640.9,0
36134,578,0.2951130989328946,8.94,Rent,19511.05,0
43235,451,0.44765825090055567,0.78,Rent,15635.36,0
54409,526,0.2790815609256033,6.61,Own,12041.15,0
38411,542,0.1812073877788499,1.73,Mortgage,11732.26,0
49130,309,0.35925276443895415,1.51,Mortgage,12319.53,0
27292,691,0.46178378514321994,8.61,Mortgage,5277.17,0
59463,347,0.26040475350147296,4.02,Own,19519.88,0
76473,503,0.1608861358222289,1.15,Own,18085.49,0
91883,456,0.5147720809059884,0.01,Mortgage,22789.83,0
51367,325,0.22640093322356156,18.07,Own,16903.56,0
61823,720,0.3564074770533032,2.82,Own,7467.52,0
23290,563,0.4456715747446215,2.53,Own,15759.64,1
72541,828,0.25853760019711036,0.26,Own,15922.01,0
61643,769,0.42431826868620914,11.24,Mortgage,18708.91,0
42740,553,0.3298547532207642,0.76,Own,23989.43,0
68557,845,0.3852183275619231,2.04,Mortgage,8824.99,0
46182,446,0.3952880518084714,2.73,Rent,17834.44,0
43129,625,0.5120753434484431,8.31,Own,14158.33,0
57130,637,0.42816313671766826,2.23,Rent,27843.18,0
34049,417,0.23215334609220525,3.79,Rent,19409.83,0
65324,464,0.12980217056922314,2.8,Own,13685.62,0
34160,849,0.10099277203756638,1.87,Mortgage,21796.56,0
34249,497,0.5522086923834978,14.62,Mortgage,13771.46,1
36354,673,0.5710550259011031,7.97,Mortgage,18401.25,0
61392,428,0.14705574383233397,0.96,Own,13069.58,0
40748,713,0.343526809141124,4.05,Own,15373.24,0
29780,679,0.17579760173026723,7.96,Mortgage,21367.48,0
40914,300,0.5743745433520423,4.34,Mortgage,13165.9,1
49519,466,0.22341625841126186,3.4,Rent,-177.17,0
32285,315,0.35082354779849945,0.37,Rent,11219.86,1
32724,411,0.18281009586645838,0.56,Own,22415.72,1
81669,667,0.2663805422515312,1.41,Mortgage,22925.93,0
37091,401,0.23340318046359046,3.6,Mortgage,11418.91,0
45154,705,0.33771302148609283,21.83,Own,7031.68,0
